@relation KNN_Emotion_train

@attribute class {bot,human}
@attribute joy numeric
@attribute surprise numeric
@attribute fear numeric
@attribute sadness numeric
@attribute anger numeric

@data
bot,0.691257,0.144739,0.111019,0.028461,0.024524
bot,0.534493,0.216851,0.092664,0.082116,0.073875
bot,0.671048,0.141612,0.13082,0.035228,0.021291
bot,0.40966,0.333743,0.136748,0.07942,0.040429
bot,0.463625,0.275107,0.177921,0.055596,0.027751
bot,0.316595,0.247224,0.181849,0.146947,0.107385
bot,0.455427,0.240217,0.142412,0.098753,0.063192
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.287118,0.228564,0.198062,0.146602,0.139654
bot,0.549132,0.167627,0.117504,0.103472,0.062265
bot,0.451212,0.273291,0.100953,0.095304,0.07924
bot,0.433503,0.402071,0.09961,0.059118,0.005698
bot,0.551908,0.171356,0.162468,0.104379,0.009889
bot,0.441938,0.252268,0.222108,0.060124,0.023562
bot,0.330283,0.214176,0.210928,0.145353,0.099261
bot,0.351824,0.313696,0.292181,0.035549,0.006751
bot,0.312789,0.243212,0.241258,0.110927,0.091814
bot,0.475403,0.257935,0.11847,0.095794,0.052397
bot,0.355166,0.279738,0.200551,0.134416,0.030129
bot,0.360516,0.287113,0.149329,0.135058,0.067983
bot,0.424563,0.367578,0.132421,0.048701,0.026737
bot,0.41472,0.334182,0.206699,0.031131,0.013269
bot,0.343632,0.262347,0.217871,0.091531,0.084619
bot,0.761155,0.170457,0.045074,0.013457,0.009858
bot,0.267971,0.261201,0.216516,0.203513,0.050798
bot,0.664543,0.159071,0.067824,0.061419,0.047143
bot,0.401769,0.308558,0.141366,0.082137,0.06617
bot,0.305501,0.28635,0.261525,0.107801,0.038824
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.433722,0.155659,0.143664,0.134676,0.132279
bot,0.32704,0.226143,0.183628,0.149044,0.114144
bot,0.345847,0.224494,0.201776,0.135702,0.092182
bot,0.459341,0.314115,0.137145,0.062466,0.026933
bot,0.571061,0.203155,0.147532,0.066136,0.012115
bot,0.871788,0.074552,0.036062,0.011582,0.006016
bot,0.380965,0.257481,0.18955,0.086087,0.085918
bot,0.241296,0.215947,0.206155,0.190697,0.145906
bot,0.487755,0.271637,0.145437,0.073727,0.021443
bot,0.420459,0.37903,0.092103,0.073476,0.034932
bot,0.429213,0.260532,0.154804,0.092126,0.063325
bot,0.536311,0.314879,0.08713,0.039069,0.022612
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.279859,0.244664,0.191696,0.178875,0.104906
bot,0.772652,0.105633,0.07147,0.030287,0.019958
bot,0.40658,0.303415,0.123719,0.107834,0.058452
bot,0.509126,0.199604,0.165906,0.088451,0.036913
bot,0.77311,0.099447,0.086276,0.022253,0.018915
bot,0.440522,0.27479,0.113634,0.093953,0.0771
bot,0.357578,0.328834,0.2037,0.067711,0.042178
bot,0.986244,0.012243,0.001286,0.000185,0.000041
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.43342,0.372016,0.116185,0.050553,0.027826
bot,0.577138,0.230836,0.153452,0.025186,0.013387
bot,0.57672,0.229955,0.104727,0.050683,0.037916
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.439431,0.387531,0.100895,0.055617,0.016525
bot,0.61118,0.260484,0.061741,0.038245,0.028351
bot,0.556862,0.24266,0.095667,0.057261,0.04755
bot,0.604913,0.149646,0.139422,0.075211,0.030807
bot,0.317464,0.202952,0.16683,0.15933,0.153425
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.497626,0.362551,0.070474,0.0574,0.011948
bot,0.267969,0.254782,0.193801,0.154771,0.128678
bot,0.451216,0.177935,0.169465,0.134829,0.066555
bot,0.488942,0.3122,0.143274,0.04389,0.011694
bot,0.589242,0.163525,0.160875,0.072548,0.013809
bot,0.349558,0.260132,0.181703,0.147413,0.061194
bot,0.458046,0.276143,0.129346,0.113381,0.023084
bot,0.297411,0.228306,0.225964,0.138075,0.110244
bot,0.627228,0.294269,0.049745,0.014601,0.014157
bot,0.370906,0.23494,0.227096,0.099616,0.067443
bot,0.343078,0.20228,0.194916,0.136187,0.123539
bot,0.468537,0.205176,0.202457,0.079073,0.044757
bot,0.358054,0.211332,0.187582,0.174771,0.068261
bot,0.345273,0.267666,0.198387,0.108261,0.080414
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.8168,0.058697,0.042366,0.041402,0.040734
bot,0.842799,0.115168,0.017134,0.01424,0.010658
bot,0.773894,0.141691,0.054756,0.019333,0.010325
bot,0.515644,0.20095,0.181879,0.065936,0.035592
bot,0.297965,0.194071,0.188822,0.18056,0.138582
bot,0.369916,0.359694,0.128924,0.092452,0.049015
bot,0.494566,0.196066,0.127471,0.124092,0.057805
bot,0.670722,0.19167,0.09035,0.031339,0.015918
bot,0.408358,0.31277,0.200988,0.064765,0.01312
bot,0.361458,0.335219,0.130554,0.105011,0.067758
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.359826,0.181503,0.157714,0.153388,0.14757
bot,0.608409,0.227079,0.082881,0.071686,0.009944
bot,0.328491,0.225611,0.21844,0.115044,0.112414
bot,0.421688,0.199663,0.151759,0.116784,0.110106
bot,0.387696,0.269159,0.175455,0.084907,0.082783
bot,0.239278,0.220682,0.204964,0.175397,0.15968
bot,0.44415,0.248812,0.110424,0.103863,0.09275
bot,0.503949,0.17578,0.17458,0.106817,0.038873
bot,0.399878,0.323162,0.136067,0.095284,0.04561
bot,0.277279,0.274217,0.185173,0.13857,0.124762
bot,0.375111,0.26778,0.226884,0.103048,0.027177
bot,0.678004,0.228355,0.06923,0.021706,0.002705
bot,0.250525,0.242624,0.19713,0.157336,0.152385
bot,0.722093,0.136112,0.071534,0.051446,0.018816
bot,0.373172,0.28669,0.167181,0.152998,0.019959
bot,0.697945,0.160405,0.106239,0.018514,0.016897
bot,0.403961,0.248275,0.148444,0.132202,0.067117
bot,0.243171,0.223635,0.198085,0.176774,0.158335
bot,0.396234,0.209751,0.157193,0.125357,0.111466
bot,0.488617,0.281558,0.120782,0.057492,0.051552
bot,0.367404,0.329108,0.149461,0.112712,0.041316
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.52725,0.327823,0.079837,0.040309,0.02478
bot,0.482058,0.259633,0.14198,0.07242,0.043909
bot,0.487629,0.368259,0.056482,0.054725,0.032905
bot,0.431962,0.20498,0.130025,0.117874,0.11516
bot,0.565009,0.247501,0.11114,0.055566,0.020785
bot,0.434996,0.258589,0.132572,0.096545,0.077298
bot,0.51712,0.212,0.162378,0.076943,0.031559
bot,0.548785,0.207264,0.090782,0.086613,0.066556
bot,0.549949,0.184035,0.114971,0.098579,0.052466
bot,0.384613,0.218908,0.167281,0.127834,0.101363
bot,0.493046,0.339526,0.111803,0.039006,0.016619
bot,0.812288,0.075904,0.052348,0.030345,0.029114
bot,0.472066,0.274262,0.12183,0.112722,0.01912
bot,0.549459,0.306419,0.049466,0.049344,0.045311
bot,0.679553,0.252341,0.039158,0.017252,0.011696
bot,0.326297,0.313721,0.141179,0.128569,0.090233
bot,0.339003,0.274169,0.197792,0.171246,0.01779
bot,0.590375,0.144613,0.094529,0.08944,0.081043
bot,0.413855,0.398629,0.094132,0.086817,0.006568
bot,0.489635,0.321248,0.118613,0.046389,0.024114
bot,0.315236,0.274037,0.251745,0.082788,0.076193
bot,0.680582,0.201296,0.095367,0.014145,0.008611
bot,0.35757,0.289072,0.24838,0.083023,0.021955
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.321721,0.254457,0.238113,0.112867,0.072842
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.328081,0.241373,0.20134,0.184072,0.045134
bot,0.289646,0.275574,0.248352,0.15353,0.032898
bot,0.54192,0.306301,0.056815,0.047806,0.047157
bot,0.247916,0.20359,0.199365,0.175262,0.173868
bot,0.619944,0.202974,0.125154,0.040229,0.011699
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.300818,0.297076,0.270682,0.068676,0.062749
bot,0.418132,0.37286,0.095514,0.074561,0.038932
bot,0.48628,0.262272,0.116575,0.108517,0.026356
bot,0.417502,0.272313,0.181252,0.084917,0.044016
bot,0.877534,0.042259,0.034526,0.029103,0.016578
bot,0.298884,0.252028,0.203051,0.177208,0.068829
bot,0.528383,0.148297,0.148184,0.110837,0.0643
bot,0.321416,0.277935,0.189619,0.137601,0.073429
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.523398,0.188165,0.13903,0.088054,0.061353
bot,0.338373,0.278011,0.252945,0.069006,0.061666
bot,0.360056,0.34622,0.198911,0.071645,0.023169
bot,0.496253,0.28649,0.089831,0.086198,0.041228
bot,0.470278,0.232403,0.190705,0.061814,0.0448
bot,0.314145,0.211744,0.208775,0.180513,0.084822
bot,0.307669,0.20434,0.184555,0.169458,0.133979
bot,0.339429,0.20886,0.183679,0.136783,0.131249
bot,0.563005,0.15385,0.133883,0.128422,0.02084
bot,0.383677,0.307296,0.192104,0.066533,0.05039
bot,0.544372,0.242597,0.184687,0.014847,0.013497
bot,0.439129,0.372278,0.090938,0.090077,0.007578
bot,0.237097,0.223423,0.19226,0.183955,0.163265
bot,0.68214,0.257608,0.036429,0.013934,0.009888
bot,0.333049,0.222111,0.179183,0.163223,0.102433
bot,0.462962,0.216369,0.15065,0.105082,0.064937
bot,0.42154,0.367657,0.087149,0.081774,0.04188
bot,0.519063,0.249754,0.11187,0.06098,0.058334
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.377867,0.32545,0.187589,0.087554,0.02154
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.441381,0.240567,0.164283,0.107582,0.046187
bot,0.468798,0.267223,0.157244,0.086972,0.019762
bot,0.370342,0.287805,0.139707,0.13761,0.064536
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.41939,0.297614,0.164,0.068081,0.050916
bot,0.442192,0.185805,0.177874,0.154458,0.039671
bot,0.839986,0.095987,0.031474,0.021724,0.010828
bot,0.631969,0.173944,0.074417,0.073809,0.045861
bot,0.465504,0.390534,0.10829,0.030222,0.00545
bot,0.279309,0.237179,0.178546,0.1648,0.140166
bot,0.485655,0.269209,0.118776,0.111287,0.015072
bot,0.600282,0.167804,0.084064,0.077739,0.070111
bot,0.390827,0.296404,0.157296,0.09344,0.062034
bot,0.253894,0.241091,0.196305,0.194473,0.114237
bot,0.560066,0.4223,0.00973,0.005847,0.002058
bot,0.372422,0.232313,0.186606,0.133859,0.074799
bot,0.542595,0.228022,0.10561,0.062609,0.061165
bot,0.520395,0.309612,0.065143,0.056917,0.047933
bot,0.489388,0.226321,0.138507,0.084378,0.061406
bot,0.343078,0.20228,0.194916,0.136187,0.123539
bot,0.453492,0.274877,0.21485,0.041063,0.015719
bot,0.422923,0.31781,0.136515,0.094769,0.027983
bot,0.508046,0.188407,0.179537,0.079439,0.044571
bot,0.575363,0.212961,0.130713,0.066822,0.014141
bot,0.904726,0.045314,0.032483,0.009761,0.007716
bot,0.349196,0.217409,0.162753,0.14348,0.127161
bot,0.244861,0.225961,0.197478,0.169822,0.161878
bot,0.343078,0.20228,0.194916,0.136187,0.123539
bot,0.432127,0.187134,0.175763,0.118357,0.086618
bot,0.464531,0.262678,0.109329,0.088854,0.074608
bot,0.310216,0.273887,0.228463,0.157265,0.030169
bot,0.380098,0.300058,0.156033,0.125344,0.038468
bot,0.57335,0.167637,0.132687,0.108796,0.017531
bot,0.49501,0.394444,0.050863,0.036941,0.022743
bot,0.281289,0.205919,0.197016,0.169586,0.14619
bot,0.378206,0.172559,0.171182,0.142182,0.135871
bot,0.454834,0.221541,0.137124,0.105553,0.080947
bot,0.313738,0.229115,0.177863,0.144246,0.135038
bot,0.481191,0.239943,0.155682,0.100143,0.02304
bot,0.628907,0.197954,0.085248,0.046074,0.041817
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.216564,0.212895,0.202503,0.189822,0.178217
bot,0.521046,0.192886,0.114514,0.092435,0.079119
bot,0.394767,0.332595,0.165208,0.086398,0.021031
bot,0.418967,0.287523,0.234698,0.033325,0.025488
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.322248,0.256983,0.183988,0.129155,0.107626
bot,0.565455,0.224857,0.087383,0.073589,0.048716
bot,0.518773,0.241741,0.101613,0.100906,0.036967
bot,0.590786,0.243885,0.133868,0.018265,0.013196
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.309011,0.286445,0.231758,0.141195,0.031591
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.249614,0.229976,0.215999,0.171796,0.132615
bot,0.361307,0.354307,0.177904,0.057193,0.049289
bot,0.579505,0.149511,0.116993,0.086899,0.067091
bot,0.472886,0.256368,0.14983,0.089232,0.031683
bot,0.432712,0.320859,0.197282,0.038353,0.010794
bot,0.457119,0.30867,0.175435,0.050977,0.007798
bot,0.292236,0.265578,0.222518,0.121041,0.098627
bot,0.469192,0.17982,0.134005,0.133128,0.083855
bot,0.457736,0.22684,0.207922,0.060716,0.046786
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.426275,0.304535,0.174616,0.050958,0.043616
bot,0.317418,0.224024,0.179289,0.175428,0.103841
bot,0.404014,0.265563,0.173127,0.080904,0.076393
bot,0.507659,0.354091,0.118801,0.014778,0.004671
bot,0.283709,0.245327,0.216651,0.154104,0.10021
bot,0.809282,0.092583,0.048689,0.030926,0.018521
bot,0.463506,0.206344,0.157385,0.136211,0.036554
bot,0.53209,0.148964,0.146413,0.088253,0.084279
bot,0.353985,0.243425,0.165717,0.133691,0.103181
bot,0.711522,0.096389,0.07629,0.062193,0.053606
bot,0.325528,0.24945,0.156703,0.153557,0.114761
bot,0.541323,0.333252,0.059431,0.057888,0.008106
bot,0.434609,0.299437,0.19838,0.058575,0.008999
bot,0.626832,0.13167,0.110667,0.097819,0.033012
bot,0.585438,0.178707,0.100275,0.071249,0.064331
bot,0.930047,0.05484,0.011797,0.00228,0.001037
bot,0.398466,0.265828,0.146564,0.097503,0.091639
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.481353,0.356907,0.088678,0.063328,0.009735
bot,0.527491,0.23627,0.113128,0.091752,0.031358
bot,0.601335,0.245743,0.102621,0.034861,0.015441
bot,0.902232,0.050319,0.039664,0.005077,0.002708
bot,0.350745,0.287466,0.219168,0.103166,0.039455
bot,0.312615,0.277958,0.275816,0.091007,0.042603
bot,0.88796,0.047173,0.031852,0.026454,0.00656
bot,0.288317,0.280187,0.22863,0.116217,0.086648
bot,0.267917,0.227886,0.219059,0.205449,0.079688
bot,0.410388,0.318195,0.112389,0.101876,0.057153
bot,0.759004,0.088545,0.087038,0.043366,0.022047
bot,0.376051,0.365916,0.157696,0.055851,0.044486
bot,0.464106,0.260776,0.158245,0.06104,0.055833
bot,0.367391,0.222857,0.197158,0.195602,0.016991
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.406382,0.250258,0.157619,0.132899,0.052841
bot,0.636969,0.165889,0.097455,0.06607,0.033618
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.286609,0.220862,0.171332,0.167333,0.153864
bot,0.727092,0.112985,0.069146,0.056743,0.034034
bot,0.64017,0.227589,0.063294,0.057738,0.011209
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.433146,0.260661,0.208869,0.058492,0.038832
bot,0.358231,0.231042,0.175121,0.150235,0.085372
bot,0.511753,0.31325,0.063027,0.060065,0.051905
bot,0.34706,0.258682,0.211777,0.174214,0.008266
bot,0.357988,0.275614,0.205606,0.119191,0.041601
bot,0.366757,0.254962,0.214017,0.09359,0.070675
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.271397,0.254036,0.239691,0.216148,0.018728
bot,0.389045,0.34983,0.17433,0.047589,0.039206
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.409672,0.231154,0.194185,0.11051,0.05448
bot,0.456569,0.225063,0.178614,0.119015,0.020739
bot,0.287118,0.228564,0.198062,0.146602,0.139654
bot,0.31299,0.261501,0.257219,0.091963,0.076327
bot,0.600883,0.193288,0.167861,0.023545,0.014423
bot,0.647336,0.170839,0.123586,0.039295,0.018945
bot,0.27325,0.266216,0.178399,0.143917,0.138218
bot,0.927581,0.03773,0.030415,0.002606,0.001667
bot,0.444139,0.283886,0.111558,0.087616,0.072802
bot,0.510076,0.184241,0.175531,0.08889,0.041261
bot,0.636597,0.199369,0.074645,0.045734,0.043653
bot,0.348616,0.199256,0.192961,0.132196,0.126972
bot,0.616595,0.14908,0.144817,0.060373,0.029136
bot,0.411706,0.334316,0.153782,0.058419,0.041777
bot,0.534532,0.193959,0.12126,0.093123,0.057125
bot,0.534526,0.186891,0.162041,0.060446,0.056095
bot,0.31976,0.273698,0.213282,0.173417,0.019843
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.460367,0.164425,0.135593,0.122006,0.117609
bot,0.426442,0.39511,0.089581,0.081021,0.007846
bot,0.505844,0.264984,0.109914,0.086416,0.032842
bot,0.508035,0.196342,0.134498,0.124435,0.03669
bot,0.662928,0.232527,0.041432,0.032752,0.030361
bot,0.916983,0.051303,0.027398,0.003473,0.000842
bot,0.279212,0.242766,0.227039,0.224218,0.026765
bot,0.315212,0.267354,0.196908,0.122688,0.097837
bot,0.464377,0.337348,0.165036,0.031297,0.001942
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.507199,0.310585,0.13423,0.024718,0.023268
bot,0.266507,0.254166,0.197582,0.187524,0.09422
bot,0.508984,0.229317,0.127028,0.082548,0.052122
bot,0.406243,0.173418,0.160486,0.133994,0.125858
bot,0.32609,0.204434,0.196491,0.142715,0.13027
bot,0.67125,0.231343,0.053867,0.031722,0.011817
bot,0.97124,0.0153,0.010125,0.002137,0.001198
bot,0.408242,0.307701,0.153556,0.077379,0.053122
bot,0.454592,0.236645,0.18177,0.068651,0.058342
bot,0.480627,0.300771,0.14409,0.070033,0.004479
bot,0.445354,0.290986,0.158873,0.072015,0.032772
bot,0.250123,0.206492,0.202009,0.17312,0.168256
bot,0.395447,0.218683,0.1421,0.137947,0.105824
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.335044,0.222836,0.218441,0.139719,0.083959
bot,0.375548,0.281021,0.168336,0.107055,0.06804
bot,0.472886,0.256368,0.14983,0.089232,0.031683
bot,0.392525,0.178431,0.165826,0.150222,0.112995
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.419407,0.215504,0.185836,0.089708,0.089545
bot,0.359029,0.261538,0.213852,0.117354,0.048227
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.441411,0.295118,0.125069,0.071209,0.067193
bot,0.655844,0.113271,0.098989,0.094403,0.037493
bot,0.418,0.37257,0.082273,0.064361,0.062795
bot,0.517053,0.362311,0.069964,0.034911,0.01576
bot,0.534891,0.166158,0.158094,0.096128,0.044729
bot,0.4019,0.389544,0.152861,0.039471,0.016225
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.473018,0.247359,0.205781,0.059042,0.014801
bot,0.414669,0.199741,0.199198,0.108376,0.078016
bot,0.340634,0.230536,0.17309,0.164227,0.091513
bot,0.390322,0.28498,0.225546,0.062927,0.036226
bot,0.418722,0.389542,0.073458,0.070799,0.047479
bot,0.493995,0.227598,0.103688,0.096073,0.078646
bot,0.386813,0.215976,0.145953,0.128563,0.122695
bot,0.245856,0.222755,0.209761,0.168926,0.152702
bot,0.366141,0.30029,0.18428,0.118404,0.030886
bot,0.434627,0.210228,0.199129,0.114742,0.041273
bot,0.567982,0.308147,0.065122,0.036779,0.02197
bot,0.317528,0.244086,0.22173,0.179206,0.037451
bot,0.345664,0.249995,0.175264,0.160835,0.068242
bot,0.321042,0.238013,0.187707,0.139442,0.113795
bot,0.661279,0.156521,0.144864,0.020593,0.016742
bot,0.447995,0.307796,0.153047,0.05166,0.039502
bot,0.555588,0.161084,0.136186,0.08449,0.062652
bot,0.47248,0.265374,0.178207,0.073736,0.010202
bot,0.531383,0.22201,0.19015,0.042553,0.013904
bot,0.815959,0.124479,0.044435,0.008944,0.006182
bot,0.336167,0.320977,0.140594,0.110556,0.091706
bot,0.517462,0.260816,0.141172,0.060715,0.019835
bot,0.546813,0.2859,0.077614,0.053827,0.035846
bot,0.867347,0.111603,0.014603,0.003574,0.002873
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.219592,0.20671,0.197359,0.190957,0.185381
bot,0.471929,0.229427,0.227677,0.042199,0.028768
bot,0.3747,0.29827,0.14885,0.105619,0.072561
bot,0.608298,0.128762,0.122047,0.088404,0.052489
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.45639,0.215562,0.146537,0.111019,0.070492
bot,0.377314,0.226601,0.183095,0.156818,0.056172
bot,0.323149,0.315272,0.189928,0.11548,0.056172
bot,0.263412,0.219227,0.211651,0.198782,0.106927
bot,0.387956,0.379898,0.138317,0.056234,0.037595
bot,0.342164,0.273084,0.195838,0.1267,0.062213
bot,0.51866,0.193914,0.130487,0.109526,0.047413
bot,0.563982,0.196366,0.12391,0.065499,0.050243
bot,0.49119,0.261465,0.120278,0.067311,0.059756
bot,0.42123,0.274791,0.21024,0.062018,0.031721
bot,0.475292,0.341756,0.067641,0.064432,0.05088
bot,0.442883,0.240692,0.197792,0.072225,0.046408
bot,0.447842,0.274932,0.225695,0.033716,0.017815
bot,0.447707,0.2925,0.209155,0.028631,0.022007
bot,0.781776,0.083898,0.074091,0.052032,0.008203
bot,0.395695,0.264275,0.134509,0.105514,0.100006
bot,0.413214,0.311183,0.195948,0.065629,0.014027
bot,0.433732,0.250535,0.211181,0.054326,0.050224
bot,0.426951,0.395673,0.099446,0.054521,0.023409
bot,0.263488,0.236538,0.175351,0.167388,0.157235
bot,0.658691,0.279514,0.027871,0.01846,0.015464
bot,0.729854,0.160336,0.049233,0.039531,0.021046
bot,0.413883,0.215277,0.149443,0.125153,0.096245
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.300077,0.264696,0.227885,0.118344,0.088998
bot,0.624769,0.204372,0.066634,0.066603,0.037623
bot,0.42204,0.342346,0.206319,0.024316,0.004979
bot,0.27886,0.211637,0.200892,0.169049,0.139563
bot,0.332777,0.275295,0.187916,0.1873,0.016713
bot,0.303881,0.273026,0.200047,0.12011,0.102936
bot,0.365562,0.336606,0.132131,0.092556,0.073145
bot,0.490691,0.270352,0.1395,0.082427,0.01703
bot,0.341389,0.280602,0.198712,0.125436,0.05386
bot,0.298662,0.268388,0.203247,0.128481,0.101221
bot,0.426618,0.397326,0.074803,0.052584,0.048669
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.436053,0.359271,0.136753,0.035458,0.032465
bot,0.605415,0.190391,0.075635,0.07361,0.054949
bot,0.506152,0.314523,0.152215,0.013934,0.013176
bot,0.340141,0.316882,0.176634,0.094111,0.072231
bot,0.338837,0.192199,0.188233,0.16898,0.111751
bot,0.483103,0.348825,0.087444,0.041575,0.039054
bot,0.416212,0.328597,0.138074,0.065086,0.052031
bot,0.448129,0.2211,0.151683,0.13756,0.041527
bot,0.549459,0.306419,0.049466,0.049344,0.045311
bot,0.398333,0.335329,0.188284,0.046772,0.031283
bot,0.39327,0.241414,0.128015,0.123877,0.113424
bot,0.523567,0.310122,0.137032,0.02454,0.004738
bot,0.683866,0.14686,0.126581,0.026815,0.015879
bot,0.524432,0.245215,0.132639,0.050585,0.047128
bot,0.430094,0.177215,0.157354,0.149303,0.086034
bot,0.287118,0.228564,0.198062,0.146602,0.139654
bot,0.461925,0.203533,0.142781,0.111852,0.079909
bot,0.386908,0.293644,0.118307,0.11124,0.089901
bot,0.742118,0.151163,0.055824,0.035931,0.014964
bot,0.448232,0.363946,0.077283,0.059219,0.05132
bot,0.421358,0.407561,0.085942,0.076417,0.008721
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.299096,0.20211,0.201807,0.173017,0.123971
bot,0.407856,0.207205,0.188823,0.112528,0.083589
bot,0.559971,0.160593,0.105429,0.099797,0.07421
bot,0.486049,0.22093,0.126784,0.086017,0.080219
bot,0.69966,0.126438,0.073911,0.057395,0.042596
bot,0.621955,0.191735,0.092552,0.075145,0.018612
bot,0.523883,0.198196,0.164607,0.062894,0.050421
bot,0.313427,0.241367,0.240168,0.192471,0.012568
bot,0.529234,0.198873,0.115177,0.112271,0.044445
bot,0.270911,0.244321,0.195219,0.178999,0.110549
bot,0.453623,0.268106,0.128534,0.107256,0.042482
bot,0.593986,0.156456,0.11685,0.069709,0.062999
bot,0.574328,0.160287,0.106475,0.07996,0.07895
bot,0.268236,0.244815,0.196083,0.193538,0.097329
bot,0.61941,0.22479,0.070106,0.068489,0.017205
bot,0.398302,0.292059,0.129833,0.091009,0.088797
bot,0.329062,0.279551,0.233959,0.111984,0.045444
bot,0.427689,0.163224,0.145925,0.131743,0.13142
bot,0.324786,0.272134,0.209723,0.144442,0.048915
bot,0.347567,0.263231,0.207375,0.138596,0.043231
bot,0.752012,0.151227,0.073403,0.015051,0.008308
bot,0.784794,0.080031,0.053338,0.047705,0.034132
bot,0.752453,0.123068,0.096035,0.02553,0.002914
bot,0.376873,0.353703,0.15336,0.090527,0.025537
bot,0.294028,0.244339,0.187165,0.161061,0.113406
bot,0.741378,0.109874,0.051477,0.048898,0.048374
bot,0.464527,0.218714,0.137298,0.116573,0.062887
bot,0.791338,0.19157,0.011417,0.003552,0.002123
bot,0.725592,0.156015,0.069486,0.037917,0.010991
bot,0.390141,0.371102,0.130495,0.081877,0.026385
bot,0.514935,0.22807,0.088344,0.084441,0.084209
bot,0.264826,0.237863,0.167842,0.165451,0.164018
bot,0.576251,0.228898,0.084909,0.060223,0.049719
bot,0.395651,0.280586,0.166125,0.12192,0.035719
bot,0.788874,0.080805,0.057017,0.040682,0.032622
bot,0.253343,0.237965,0.195798,0.166442,0.146452
bot,0.346626,0.331499,0.154732,0.102114,0.06503
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.566693,0.198378,0.185288,0.031394,0.018247
bot,0.400801,0.265983,0.247703,0.059823,0.02569
bot,0.552684,0.156176,0.128647,0.125967,0.036526
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.412103,0.395698,0.077948,0.059946,0.054306
bot,0.419049,0.243717,0.145112,0.097144,0.094977
bot,0.375628,0.238551,0.209831,0.104724,0.071265
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.443911,0.324894,0.156388,0.040921,0.033886
bot,0.356474,0.235895,0.151998,0.137838,0.117795
bot,0.382664,0.354873,0.158959,0.072657,0.030847
bot,0.471031,0.191197,0.187382,0.104517,0.045873
bot,0.336785,0.313395,0.238895,0.068126,0.042799
bot,0.350533,0.317282,0.208769,0.082174,0.041241
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.373161,0.177562,0.168284,0.15455,0.126443
bot,0.437588,0.228009,0.175772,0.139834,0.018798
bot,0.343679,0.270445,0.147396,0.143281,0.095199
bot,0.666497,0.123685,0.101623,0.079412,0.028783
bot,0.43407,0.243107,0.191415,0.116733,0.014675
bot,0.708837,0.176253,0.045142,0.041129,0.02864
bot,0.434107,0.425393,0.101935,0.022497,0.016069
bot,0.45851,0.254142,0.150222,0.08128,0.055846
bot,0.461876,0.266482,0.139675,0.092589,0.039378
bot,0.28368,0.214225,0.188125,0.185679,0.128292
bot,0.65062,0.255097,0.03604,0.033361,0.024882
bot,0.466088,0.190609,0.130418,0.128692,0.084194
bot,0.472736,0.169653,0.125842,0.119441,0.112328
bot,0.348449,0.23811,0.188968,0.152975,0.071498
