@relation KNN_Emotion_train

@attribute class {bot,human}
@attribute joy numeric
@attribute surprise numeric
@attribute fear numeric
@attribute sadness numeric
@attribute anger numeric

@data
bot,0.426287,0.280605,0.13204,0.080787,0.080281
bot,0.241296,0.215947,0.206155,0.190697,0.145906
bot,0.61522,0.199886,0.134041,0.026545,0.024309
bot,0.726153,0.144482,0.048372,0.044469,0.036524
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.351868,0.30174,0.19555,0.095778,0.055063
bot,0.274892,0.272072,0.174149,0.170697,0.10819
bot,0.326849,0.326786,0.240689,0.059584,0.046092
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.330115,0.231529,0.210259,0.135176,0.09292
bot,0.338472,0.328151,0.301059,0.027735,0.004582
bot,0.62479,0.152783,0.124808,0.083369,0.01425
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.507455,0.329579,0.1217,0.035283,0.005982
bot,0.782064,0.124114,0.053415,0.02627,0.014137
bot,0.289103,0.203106,0.201192,0.188395,0.118204
bot,0.64835,0.256625,0.050643,0.029064,0.015318
bot,0.280938,0.241916,0.240282,0.147582,0.089282
bot,0.371105,0.344785,0.166771,0.067198,0.050142
bot,0.587075,0.208009,0.101042,0.057343,0.046531
bot,0.927177,0.048568,0.020567,0.00222,0.001468
bot,0.248613,0.207198,0.199099,0.194284,0.150806
bot,0.587969,0.161613,0.121442,0.088661,0.040315
bot,0.554642,0.250604,0.111932,0.076278,0.006544
bot,0.662731,0.130953,0.113849,0.066188,0.026279
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.828789,0.074402,0.061666,0.022059,0.013084
bot,0.294544,0.276555,0.216064,0.185348,0.027489
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.261305,0.223102,0.187583,0.164764,0.163246
bot,0.68177,0.215851,0.050295,0.030588,0.021496
bot,0.781132,0.085905,0.057345,0.051321,0.024298
bot,0.542593,0.137668,0.133373,0.132894,0.053473
bot,0.443683,0.274224,0.121961,0.110046,0.050088
bot,0.301926,0.281384,0.274944,0.11998,0.021766
bot,0.320644,0.294531,0.153887,0.139223,0.091716
bot,0.23584,0.221596,0.212464,0.191693,0.138407
bot,0.512962,0.229189,0.128024,0.092368,0.037456
bot,0.52203,0.199544,0.138243,0.077858,0.062324
bot,0.518773,0.241741,0.101613,0.100906,0.036967
bot,0.24094,0.235476,0.214111,0.163248,0.146225
bot,0.419142,0.271311,0.158087,0.133885,0.017574
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.409609,0.258668,0.248756,0.057981,0.024986
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.731132,0.156749,0.061861,0.026208,0.024049
bot,0.313738,0.229115,0.177863,0.144246,0.135038
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.549459,0.306419,0.049466,0.049344,0.045311
bot,0.725169,0.138402,0.055443,0.041888,0.039099
bot,0.288246,0.20972,0.186339,0.159457,0.156238
bot,0.445832,0.202566,0.14956,0.113808,0.088234
bot,0.726737,0.148157,0.068249,0.040758,0.016099
bot,0.528274,0.286554,0.094193,0.067742,0.023238
bot,0.407191,0.354061,0.202511,0.022827,0.01341
bot,0.39597,0.272029,0.164757,0.123092,0.044151
bot,0.295235,0.272734,0.186114,0.169217,0.0767
bot,0.427548,0.204915,0.192929,0.143121,0.031487
bot,0.390977,0.351274,0.136427,0.096585,0.024736
bot,0.624096,0.26157,0.06298,0.038706,0.012648
bot,0.302688,0.205339,0.198302,0.198032,0.09564
bot,0.284304,0.282579,0.214752,0.126556,0.091809
bot,0.475474,0.212385,0.182321,0.099032,0.030788
bot,0.47112,0.280589,0.135068,0.097752,0.015471
bot,0.922906,0.056672,0.009436,0.006454,0.004532
bot,0.694478,0.174351,0.102263,0.026336,0.002572
bot,0.293501,0.227428,0.218771,0.160603,0.099698
bot,0.384819,0.319153,0.165082,0.114801,0.016144
bot,0.350497,0.221063,0.207167,0.151733,0.069541
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.241764,0.203637,0.200408,0.181983,0.172208
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.384554,0.333589,0.148948,0.077464,0.055445
bot,0.298857,0.259297,0.19765,0.167269,0.076926
bot,0.526449,0.241913,0.118505,0.102771,0.010363
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.412637,0.310757,0.148686,0.089622,0.038298
bot,0.220643,0.204757,0.203227,0.19362,0.177753
bot,0.483844,0.186217,0.184168,0.117202,0.028569
bot,0.463231,0.288395,0.097202,0.091973,0.059198
bot,0.343375,0.28349,0.217987,0.141535,0.013613
bot,0.342105,0.291908,0.181279,0.144233,0.040475
bot,0.4436,0.439909,0.041159,0.039855,0.035478
bot,0.278847,0.250273,0.229835,0.149944,0.091101
bot,0.391996,0.294814,0.140643,0.129235,0.043312
bot,0.752971,0.180585,0.04055,0.013105,0.012789
bot,0.404087,0.180999,0.160656,0.139871,0.114387
bot,0.278445,0.270175,0.252031,0.11292,0.086428
bot,0.433607,0.209249,0.153713,0.133157,0.070274
bot,0.678585,0.19102,0.086925,0.02599,0.017481
bot,0.507199,0.310585,0.13423,0.024718,0.023268
bot,0.78263,0.107662,0.051165,0.03703,0.021513
bot,0.426675,0.262461,0.138672,0.131678,0.040514
bot,0.264826,0.237863,0.167842,0.165451,0.164018
bot,0.635757,0.269547,0.062872,0.016804,0.015019
bot,0.376933,0.328468,0.171347,0.091371,0.03188
bot,0.638395,0.312637,0.031462,0.010942,0.006564
bot,0.47902,0.247263,0.115515,0.107954,0.050248
bot,0.60507,0.167218,0.158522,0.042936,0.026254
bot,0.632374,0.194195,0.110592,0.032568,0.030271
bot,0.581483,0.202369,0.117174,0.078458,0.020516
bot,0.38074,0.321232,0.111596,0.101501,0.08493
bot,0.419209,0.227377,0.132659,0.129516,0.091238
bot,0.805438,0.163024,0.022413,0.005502,0.003623
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.498484,0.421396,0.038029,0.023133,0.018957
bot,0.400021,0.216197,0.188094,0.129068,0.06662
bot,0.370411,0.244215,0.240513,0.135571,0.009291
bot,0.462893,0.346777,0.142785,0.035681,0.011864
bot,0.42025,0.332681,0.196094,0.038465,0.012511
bot,0.478099,0.180148,0.151795,0.114549,0.075409
bot,0.459176,0.397373,0.082883,0.055086,0.005482
bot,0.699379,0.203347,0.067997,0.017021,0.012256
bot,0.550483,0.308329,0.108413,0.018558,0.014217
bot,0.283639,0.230245,0.218799,0.137202,0.130115
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.423565,0.238555,0.153387,0.094524,0.089969
bot,0.376279,0.240942,0.236286,0.097274,0.049219
bot,0.269981,0.243765,0.194275,0.178264,0.113716
bot,0.388008,0.280328,0.168905,0.124128,0.038631
bot,0.420946,0.308463,0.217377,0.043043,0.010171
bot,0.334979,0.212765,0.178099,0.157845,0.116313
bot,0.316492,0.228352,0.167777,0.14709,0.140289
bot,0.32775,0.2783,0.147829,0.124446,0.121674
bot,0.502241,0.390292,0.068273,0.029022,0.010172
bot,0.448874,0.269068,0.231623,0.044999,0.005436
bot,0.374908,0.285846,0.163829,0.093659,0.081758
bot,0.396415,0.213993,0.188772,0.107539,0.093281
bot,0.523398,0.279409,0.121122,0.069949,0.006123
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.404894,0.259546,0.236501,0.081861,0.017199
bot,0.22216,0.217057,0.214741,0.20789,0.138152
bot,0.302127,0.247132,0.215928,0.141723,0.09309
bot,0.248605,0.237122,0.211651,0.187508,0.115114
bot,0.570452,0.184315,0.15701,0.045135,0.043089
bot,0.718973,0.12895,0.070639,0.057138,0.024299
bot,0.427549,0.240124,0.216383,0.098624,0.017319
bot,0.38293,0.334722,0.168942,0.086694,0.026711
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.452853,0.413646,0.07116,0.033692,0.028649
bot,0.523623,0.399925,0.039223,0.020482,0.016747
bot,0.384092,0.348419,0.183736,0.052341,0.031412
bot,0.346281,0.265474,0.259194,0.087645,0.041405
bot,0.446322,0.332119,0.135138,0.055025,0.031396
bot,0.385637,0.207495,0.157715,0.149921,0.099233
bot,0.636408,0.148773,0.104612,0.074239,0.035968
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.342779,0.275523,0.226036,0.079564,0.076098
bot,0.387094,0.284273,0.176944,0.096885,0.054803
bot,0.550858,0.281076,0.092942,0.045975,0.029148
bot,0.290516,0.254974,0.216649,0.149142,0.088719
bot,0.890663,0.066385,0.01786,0.01338,0.011713
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.564203,0.222373,0.098117,0.08564,0.029666
bot,0.429884,0.30828,0.13092,0.067064,0.063853
bot,0.335666,0.212023,0.200757,0.158321,0.093232
bot,0.303695,0.292915,0.196212,0.180284,0.026894
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.294082,0.220679,0.210859,0.163595,0.110784
bot,0.285091,0.229777,0.225798,0.131543,0.127792
bot,0.43279,0.352495,0.102279,0.071201,0.041235
bot,0.36776,0.252795,0.228716,0.104652,0.046077
bot,0.482355,0.326866,0.110136,0.062874,0.017769
bot,0.336531,0.234109,0.213767,0.150349,0.065245
bot,0.647736,0.164272,0.094507,0.072472,0.021013
bot,0.247415,0.212209,0.184332,0.182569,0.173476
bot,0.517952,0.30141,0.144905,0.027997,0.007736
bot,0.34805,0.313058,0.162465,0.146708,0.029719
bot,0.277738,0.201257,0.195556,0.194318,0.131131
bot,0.415442,0.263364,0.211759,0.062419,0.047015
bot,0.547634,0.14431,0.140682,0.102019,0.065355
bot,0.371714,0.281659,0.186252,0.090058,0.070317
bot,0.466178,0.3508,0.099138,0.062952,0.020932
bot,0.554301,0.210691,0.135789,0.090255,0.008964
bot,0.234451,0.226341,0.221576,0.171997,0.145635
bot,0.311154,0.254552,0.222855,0.124617,0.086822
bot,0.454981,0.366128,0.121,0.041422,0.016469
bot,0.352701,0.296129,0.221137,0.111218,0.018815
bot,0.313174,0.297705,0.266413,0.106466,0.016242
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.275681,0.257915,0.211024,0.14615,0.109231
bot,0.251536,0.213411,0.196929,0.179644,0.15848
bot,0.401329,0.320125,0.181729,0.058941,0.037877
bot,0.292681,0.21421,0.199439,0.150502,0.143168
bot,0.499744,0.196003,0.125677,0.092435,0.086141
bot,0.599869,0.114406,0.103978,0.09348,0.088268
bot,0.408811,0.216149,0.184013,0.119321,0.071706
bot,0.539646,0.232875,0.098172,0.07758,0.051727
bot,0.388736,0.236744,0.159727,0.155899,0.058894
bot,0.523205,0.301476,0.102174,0.042764,0.030381
bot,0.230501,0.218109,0.208453,0.181631,0.161306
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.444969,0.265569,0.16803,0.095293,0.026139
bot,0.555262,0.171608,0.125156,0.106199,0.041775
bot,0.57917,0.145303,0.115626,0.113998,0.045902
bot,0.37701,0.275627,0.185957,0.094305,0.067102
bot,0.494635,0.332394,0.130449,0.035596,0.006927
bot,0.585397,0.218544,0.085339,0.059628,0.051092
bot,0.339109,0.303927,0.155324,0.125259,0.076381
bot,0.758253,0.117872,0.087653,0.027706,0.008517
bot,0.484644,0.348113,0.079341,0.063016,0.024887
bot,0.404803,0.218858,0.196059,0.119164,0.061116
bot,0.421311,0.262001,0.190389,0.110419,0.01588
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.356642,0.29969,0.186475,0.135394,0.021798
bot,0.614075,0.128441,0.091051,0.090455,0.075978
bot,0.572908,0.313037,0.054872,0.035475,0.023708
bot,0.418348,0.244859,0.216745,0.066598,0.05345
bot,0.364614,0.288438,0.189238,0.116716,0.040994
bot,0.599645,0.22188,0.104012,0.054303,0.02016
bot,0.493004,0.198986,0.131631,0.114063,0.062315
bot,0.30054,0.277917,0.200129,0.120787,0.100628
bot,0.428211,0.20103,0.139289,0.135008,0.096462
bot,0.533087,0.199755,0.172922,0.063516,0.03072
bot,0.268456,0.252818,0.248067,0.189245,0.041414
bot,0.388926,0.244775,0.18093,0.110301,0.075068
bot,0.361315,0.240652,0.13544,0.133107,0.129486
bot,0.838598,0.10066,0.041408,0.013787,0.005548
bot,0.31129,0.255803,0.175781,0.13396,0.123166
bot,0.488224,0.207877,0.125613,0.091849,0.086438
bot,0.42455,0.194321,0.140477,0.136686,0.103967
bot,0.422145,0.242243,0.177876,0.134114,0.023622
bot,0.446298,0.258114,0.151807,0.0906,0.053182
bot,0.475687,0.307223,0.079038,0.073493,0.06456
bot,0.458057,0.193216,0.152078,0.142205,0.054445
bot,0.55938,0.231231,0.125937,0.053815,0.029638
bot,0.305421,0.209042,0.18875,0.182611,0.114175
bot,0.528512,0.214515,0.154163,0.05847,0.04434
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.411197,0.210518,0.164652,0.138385,0.075249
bot,0.660087,0.123445,0.121495,0.055152,0.039822
bot,0.358127,0.330946,0.170824,0.096229,0.043873
bot,0.348786,0.291792,0.187132,0.160391,0.011899
bot,0.390794,0.170189,0.163326,0.139802,0.135889
bot,0.23584,0.221596,0.212464,0.191693,0.138407
bot,0.545072,0.177823,0.141401,0.077089,0.058615
bot,0.31372,0.312668,0.184588,0.156348,0.032676
bot,0.469516,0.201337,0.17216,0.120061,0.036926
bot,0.486686,0.35098,0.121707,0.035274,0.005353
bot,0.359782,0.260947,0.161836,0.14315,0.074285
bot,0.489279,0.223459,0.108522,0.105657,0.073083
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.523049,0.243314,0.092052,0.074335,0.067249
bot,0.617742,0.178829,0.123839,0.054421,0.025169
bot,0.405226,0.329205,0.102288,0.089688,0.073594
bot,0.437359,0.324292,0.116168,0.095513,0.026668
bot,0.625119,0.216166,0.114743,0.030785,0.013187
bot,0.523398,0.188165,0.13903,0.088054,0.061353
bot,0.549459,0.306419,0.049466,0.049344,0.045311
bot,0.462699,0.34453,0.137355,0.031994,0.023422
bot,0.374188,0.224294,0.206246,0.124739,0.070534
bot,0.430186,0.363709,0.094797,0.065592,0.045716
bot,0.242904,0.212283,0.199446,0.177027,0.168341
bot,0.321507,0.259544,0.207749,0.173304,0.037896
bot,0.466823,0.155538,0.142613,0.13463,0.100396
bot,0.344551,0.285675,0.202679,0.098315,0.068781
bot,0.368436,0.33422,0.163866,0.087631,0.045847
bot,0.412202,0.293871,0.215736,0.065295,0.012896
bot,0.629044,0.155462,0.141575,0.067159,0.00676
bot,0.533012,0.214437,0.184788,0.059123,0.008639
bot,0.388704,0.249658,0.172422,0.120894,0.068323
bot,0.484178,0.219746,0.173435,0.09007,0.032571
bot,0.320346,0.222023,0.218712,0.155205,0.083714
bot,0.460882,0.287716,0.122276,0.07277,0.056356
bot,0.277209,0.220361,0.202672,0.161546,0.138213
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.498165,0.260238,0.105583,0.090406,0.045609
bot,0.590811,0.181639,0.104498,0.089054,0.033998
bot,0.300917,0.292843,0.165172,0.147791,0.093276
bot,0.361473,0.230705,0.198426,0.123191,0.086205
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.498484,0.421396,0.038029,0.023133,0.018957
bot,0.301472,0.215908,0.214423,0.176214,0.091983
bot,0.794319,0.100004,0.061004,0.025683,0.018989
bot,0.461534,0.200025,0.185481,0.098592,0.054368
bot,0.437857,0.205032,0.159391,0.127627,0.070092
bot,0.418102,0.252097,0.183395,0.128181,0.018225
bot,0.37933,0.209689,0.166845,0.12553,0.118606
bot,0.228745,0.217107,0.213111,0.175247,0.16579
bot,0.337023,0.242107,0.162354,0.161914,0.096602
bot,0.90259,0.056988,0.019737,0.012736,0.007949
bot,0.55749,0.389145,0.037224,0.010364,0.005776
bot,0.71345,0.152864,0.072138,0.034354,0.027194
bot,0.309578,0.251042,0.24345,0.123555,0.072375
bot,0.488834,0.171619,0.162278,0.08961,0.087658
bot,0.364468,0.293775,0.14096,0.127825,0.072972
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.261886,0.232998,0.23032,0.190579,0.084216
bot,0.313345,0.270465,0.171658,0.151708,0.092823
bot,0.741099,0.166519,0.0625,0.024349,0.005534
bot,0.463846,0.201055,0.200128,0.077789,0.057182
bot,0.354266,0.302136,0.176984,0.085286,0.081328
bot,0.506196,0.179501,0.176973,0.078809,0.05852
bot,0.266352,0.210046,0.196987,0.168163,0.158452
bot,0.456801,0.300416,0.096045,0.081516,0.065221
bot,0.393391,0.256015,0.154488,0.127416,0.068689
bot,0.362315,0.288765,0.140819,0.130121,0.07798
bot,0.378128,0.240033,0.169798,0.152783,0.059259
bot,0.498518,0.164847,0.142487,0.114972,0.079176
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.500792,0.164743,0.159331,0.120676,0.054459
bot,0.355935,0.244893,0.145064,0.141207,0.112901
bot,0.287118,0.228564,0.198062,0.146602,0.139654
bot,0.55809,0.189363,0.184919,0.061238,0.006389
bot,0.297023,0.282903,0.24239,0.136285,0.041399
bot,0.421433,0.271059,0.145902,0.081396,0.08021
bot,0.515929,0.248321,0.122957,0.070936,0.041857
bot,0.68177,0.124913,0.1125,0.063867,0.01695
bot,0.335489,0.234927,0.162023,0.153444,0.114118
bot,0.535896,0.161854,0.123676,0.100877,0.077696
bot,0.313207,0.240047,0.215321,0.158614,0.072811
bot,0.635502,0.291346,0.035113,0.025877,0.012162
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.418876,0.365626,0.094893,0.068238,0.052367
bot,0.380181,0.359287,0.204291,0.051693,0.004547
bot,0.442367,0.434748,0.073976,0.029627,0.019282
bot,0.342326,0.31322,0.169608,0.143252,0.031594
bot,0.353909,0.194162,0.180521,0.140309,0.131099
bot,0.306041,0.273068,0.238539,0.110636,0.071715
bot,0.445863,0.345082,0.141669,0.042826,0.024559
bot,0.404772,0.370131,0.147828,0.060101,0.017168
bot,0.638841,0.20698,0.101498,0.036813,0.015869
bot,0.348465,0.252484,0.238254,0.110536,0.050261
bot,0.859299,0.107696,0.027398,0.003781,0.001826
bot,0.418873,0.204946,0.179783,0.133635,0.062764
bot,0.532928,0.36511,0.045991,0.043583,0.012388
bot,0.315586,0.213697,0.190358,0.144994,0.135366
bot,0.697861,0.161561,0.106149,0.027642,0.006787
bot,0.549459,0.306419,0.049466,0.049344,0.045311
bot,0.443294,0.231884,0.190891,0.082161,0.05177
bot,0.598084,0.320235,0.06996,0.008118,0.003603
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.36251,0.215018,0.163156,0.159658,0.099659
bot,0.328235,0.310588,0.177029,0.097387,0.086761
bot,0.324001,0.298971,0.209597,0.12544,0.041991
bot,0.414305,0.337224,0.116426,0.066042,0.066002
bot,0.5183,0.151459,0.137338,0.116768,0.076135
bot,0.436544,0.345556,0.082964,0.07615,0.058785
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.336007,0.252717,0.220261,0.10784,0.083175
bot,0.580569,0.217597,0.088303,0.071338,0.042194
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.871597,0.105199,0.011596,0.007061,0.004547
bot,0.580939,0.145371,0.136901,0.071238,0.065551
bot,0.479562,0.18076,0.127973,0.117521,0.094184
bot,0.549578,0.196335,0.1307,0.062449,0.060938
bot,0.351826,0.222933,0.174057,0.143802,0.107381
bot,0.33572,0.323024,0.185307,0.097192,0.058757
bot,0.305363,0.262592,0.169335,0.155195,0.107516
bot,0.504,0.181292,0.148627,0.096913,0.069167
bot,0.407321,0.303884,0.153666,0.072949,0.062179
bot,0.538278,0.220648,0.171373,0.037259,0.032442
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.314657,0.236666,0.216789,0.14249,0.089398
bot,0.308998,0.249859,0.18487,0.159609,0.096664
bot,0.37832,0.316465,0.132587,0.130597,0.042031
bot,0.74254,0.177057,0.053193,0.014304,0.012905
bot,0.271155,0.263708,0.158846,0.153978,0.152313
bot,0.607594,0.209269,0.130765,0.034666,0.017706
bot,0.500449,0.27227,0.115173,0.065136,0.046972
bot,0.605415,0.190391,0.075635,0.07361,0.054949
bot,0.367615,0.247923,0.163095,0.156672,0.064695
bot,0.317569,0.278165,0.1739,0.126582,0.103783
bot,0.421994,0.315491,0.219385,0.032769,0.010361
bot,0.583943,0.168769,0.130633,0.087842,0.028812
bot,0.794142,0.07208,0.065178,0.038139,0.030461
bot,0.32609,0.204434,0.196491,0.142715,0.13027
bot,0.304188,0.293946,0.185087,0.141783,0.074996
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.423138,0.324153,0.13426,0.072006,0.046444
bot,0.340977,0.305516,0.250508,0.076351,0.026648
bot,0.361103,0.294487,0.153445,0.097648,0.093318
bot,0.477683,0.19206,0.164502,0.093455,0.072299
bot,0.251359,0.250137,0.226099,0.203369,0.069035
bot,0.47623,0.154926,0.14481,0.13302,0.091014
bot,0.500519,0.266593,0.116196,0.072421,0.044271
bot,0.502,0.195268,0.133951,0.115441,0.05334
bot,0.337991,0.240353,0.197093,0.143788,0.080774
bot,0.329398,0.323351,0.178362,0.121457,0.047433
bot,0.716614,0.19168,0.072864,0.013513,0.00533
bot,0.253343,0.237965,0.195798,0.166442,0.146452
bot,0.362454,0.188211,0.177267,0.155995,0.116073
bot,0.396234,0.209751,0.157193,0.125357,0.111466
bot,0.360336,0.342791,0.139865,0.08947,0.067538
bot,0.354426,0.217089,0.182873,0.126001,0.119611
bot,0.218346,0.208685,0.202342,0.201491,0.169136
bot,0.287118,0.228564,0.198062,0.146602,0.139654
bot,0.701007,0.114151,0.101047,0.061818,0.021976
bot,0.408672,0.250984,0.240366,0.055158,0.044819
bot,0.558067,0.28561,0.080569,0.060425,0.015329
bot,0.675405,0.183473,0.109622,0.019514,0.011986
bot,0.472316,0.257266,0.14003,0.071646,0.058742
bot,0.368166,0.235904,0.232675,0.090087,0.073168
bot,0.263873,0.234986,0.221436,0.157151,0.122555
bot,0.366543,0.311323,0.24482,0.045057,0.032257
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.510494,0.2457,0.148926,0.061807,0.033074
bot,0.792196,0.081647,0.060926,0.037197,0.028034
bot,0.22764,0.227197,0.22248,0.175651,0.147032
bot,0.532607,0.336807,0.050194,0.049326,0.031066
bot,0.519794,0.208956,0.107315,0.097609,0.066327
bot,0.405535,0.163435,0.155701,0.149269,0.12606
bot,0.793022,0.094809,0.080412,0.019127,0.012629
bot,0.591769,0.263636,0.06168,0.057763,0.025153
bot,0.352338,0.278578,0.171762,0.110181,0.087142
bot,0.282531,0.21716,0.192946,0.164956,0.142407
bot,0.384159,0.273513,0.173176,0.106245,0.062907
bot,0.376528,0.24361,0.152467,0.115234,0.112161
bot,0.321042,0.238013,0.187707,0.139442,0.113795
bot,0.754232,0.109619,0.086604,0.02877,0.020775
bot,0.522874,0.406843,0.03759,0.016994,0.0157
bot,0.525205,0.31238,0.077887,0.056919,0.02761
bot,0.372321,0.2658,0.151501,0.111016,0.099362
bot,0.346828,0.262056,0.238341,0.086048,0.066727
bot,0.67457,0.149211,0.065671,0.063855,0.046693
bot,0.451968,0.251002,0.166705,0.087513,0.042812
bot,0.568135,0.203723,0.125736,0.082301,0.020105
bot,0.406877,0.312398,0.120446,0.116845,0.043434
bot,0.367687,0.224807,0.199848,0.116451,0.091206
bot,0.57145,0.207719,0.09806,0.086432,0.036338
bot,0.332453,0.248109,0.200636,0.188949,0.029853
bot,0.493975,0.390516,0.090098,0.01813,0.007281
bot,0.253202,0.22346,0.184273,0.171492,0.167573
bot,0.332679,0.282993,0.211996,0.105797,0.066534
bot,0.320237,0.221086,0.218955,0.155601,0.08412
bot,0.565777,0.298845,0.098026,0.034795,0.002557
bot,0.322785,0.209312,0.171302,0.152595,0.144006
bot,0.414816,0.399651,0.100688,0.050414,0.034429
bot,0.389432,0.339317,0.15999,0.094381,0.01688
bot,0.348442,0.216042,0.169441,0.142517,0.123557
bot,0.322541,0.307341,0.236686,0.084864,0.048568
bot,0.356814,0.332641,0.214738,0.070588,0.025218
bot,0.25583,0.255647,0.240303,0.124785,0.123435
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.331604,0.273751,0.140637,0.138349,0.115659
bot,0.341179,0.191314,0.177184,0.15807,0.132252
bot,0.315586,0.213697,0.190358,0.144994,0.135366
bot,0.571061,0.203155,0.147532,0.066136,0.012115
bot,0.280962,0.245041,0.20259,0.136551,0.134856
bot,0.295342,0.284733,0.243089,0.141423,0.035412
bot,0.562573,0.263793,0.091029,0.066977,0.015629
bot,0.745446,0.216132,0.021085,0.010971,0.006367
bot,0.298054,0.195347,0.182301,0.170082,0.154217
bot,0.676756,0.217354,0.052186,0.029118,0.024586
bot,0.339015,0.272941,0.270056,0.097377,0.020609
bot,0.399671,0.248979,0.155105,0.113896,0.08235
bot,0.345617,0.278179,0.23248,0.130176,0.013549
bot,0.388543,0.245136,0.225175,0.086736,0.05441
bot,0.558382,0.194432,0.112347,0.092411,0.042428
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.499601,0.205254,0.20371,0.068961,0.022474
bot,0.317292,0.196894,0.183003,0.152734,0.150078
bot,0.332317,0.214697,0.186146,0.141542,0.125297
bot,0.507684,0.19992,0.104656,0.095929,0.091811
bot,0.407129,0.222712,0.152571,0.116026,0.101562
bot,0.339284,0.246722,0.154094,0.13232,0.127581
bot,0.345864,0.260753,0.20971,0.172049,0.011625
bot,0.313174,0.297705,0.266413,0.106466,0.016242
bot,0.341542,0.226167,0.187142,0.132663,0.112487
bot,0.409315,0.351649,0.170788,0.038279,0.029969
bot,0.555278,0.186843,0.122039,0.088918,0.046922
bot,0.573386,0.222046,0.096188,0.059193,0.049188
bot,0.372379,0.278766,0.156933,0.119936,0.071986
bot,0.22529,0.21227,0.210017,0.179846,0.172578
bot,0.637696,0.154307,0.150105,0.039847,0.018045
bot,0.645338,0.214949,0.08717,0.038297,0.014246
bot,0.614847,0.181629,0.115897,0.066316,0.021311
bot,0.636308,0.158045,0.080175,0.076799,0.048672
bot,0.520351,0.284672,0.107118,0.056999,0.030861
bot,0.397307,0.249506,0.183619,0.108566,0.061002
bot,0.404687,0.190125,0.159672,0.1401,0.105416
bot,0.431962,0.20498,0.130025,0.117874,0.11516
bot,0.32609,0.204434,0.196491,0.142715,0.13027
bot,0.631969,0.173944,0.074417,0.073809,0.045861
bot,0.460822,0.174334,0.147435,0.142534,0.074875
bot,0.675959,0.16852,0.100119,0.030794,0.024607
bot,0.494065,0.291942,0.093603,0.076083,0.044307
bot,0.34862,0.231921,0.194368,0.154633,0.070458
bot,0.328578,0.180779,0.174079,0.161135,0.155429
bot,0.396652,0.392561,0.10638,0.081554,0.022853
bot,0.393966,0.270052,0.180705,0.084272,0.071005
bot,0.466178,0.3508,0.099138,0.062952,0.020932
bot,0.377949,0.306002,0.165598,0.092379,0.058072
bot,0.428081,0.346472,0.109839,0.106761,0.008846
bot,0.360926,0.209213,0.202462,0.14974,0.077658
bot,0.530419,0.24302,0.137436,0.085408,0.003717
bot,0.329743,0.216357,0.172915,0.155287,0.125698
bot,0.434621,0.302127,0.148181,0.072329,0.042741
